timestamp,user,source_ip,dest_ip,event_type,process,port,bytes_sent,bytes_recv,duration_sec,login_attempts,failed_logins,country,is_admin,after_hours,label
2026-05-18T15:33:21.504461,frank,192.168.5.220,192.168.2.213,login_success,chrome.exe,22,2174,4130,18.33,1,0,NZ,0,0,0
2026-05-29T23:46:13.504461,grace,192.168.3.159,192.168.3.90,network_connection,explorer.exe,443,1854,3164,7.82,1,0,NZ,0,0,0
2026-05-20T11:43:59.504461,diana,192.168.3.239,192.168.4.164,login_failure,svchost.exe,443,1003,8466,4.2,1,0,NZ,0,0,0
2026-05-30T10:13:27.504461,svc_backup,55.59.242.150,192.168.2.131,login_failure,mimikatz.exe,8443,1885560,476,3004.26,1,0,KP,0,0,1
2026-05-19T08:38:42.504461,frank,192.168.2.87,192.168.3.254,logout,cmd.exe,443,570,4507,14.6,1,0,NZ,0,0,0
2026-05-24T18:50:15.504461,grace,192.168.2.68,192.168.3.21,file_access,explorer.exe,80,1411,4456,15.01,1,0,NZ,0,0,0
2026-05-18T03:38:52.504461,judy,192.168.3.159,192.168.2.131,policy_change,bash,22,4504,9176,23.46,1,0,NZ,0,0,0
2026-06-04T17:02:34.504461,frank,192.168.3.251,192.168.5.220,network_connection,python.exe,22,790,5674,13.97,1,0,NZ,0,0,0
2026-06-09T15:24:03.504461,alice,192.168.3.239,192.168.5.154,policy_change,chrome.exe,80,701,3277,0.86,1,0,NZ,0,0,0
2026-06-03T06:30:02.504461,diana,192.168.2.87,192.168.5.154,privilege_escalation,powershell.exe,80,1666,3210,28.0,1,0,NZ,0,0,0
2026-06-04T17:07:39.504461,eve,192.168.3.21,192.168.2.213,file_access,ssh,443,1617,833,29.23,1,0,NZ,0,0,0
2026-05-25T15:20:34.504461,grace,192.168.2.68,192.168.3.159,login_failure,python.exe,443,1271,2854,23.53,1,0,NZ,0,0,0
2026-05-27T06:11:05.504461,ivan,192.168.3.90,192.168.5.29,file_modified,chrome.exe,22,3458,1911,6.45,1,0,NZ,0,0,0
2026-06-10T06:50:53.504461,charlie,192.168.1.107,192.168.3.18,privilege_escalation,ssh,443,1481,7410,18.68,1,0,NZ,0,0,0
2026-05-20T10:09:04.504461,ivan,192.168.1.107,192.168.3.159,file_access,cmd.exe,22,3661,9919,20.52,1,0,NZ,0,0,0
2026-06-10T21:15:53.504461,diana,192.168.5.29,192.168.3.251,login_success,powershell.exe,80,1564,3043,14.85,1,0,NZ,0,0,0
2026-05-18T20:30:20.504461,frank,192.168.3.159,192.168.2.84,file_access,svchost.exe,80,1929,8073,26.62,1,0,NZ,0,0,0
2026-05-13T02:46:04.504461,eve,192.168.2.68,192.168.3.90,file_modified,cmd.exe,443,3085,2667,22.56,1,0,NZ,0,0,0
2026-05-27T02:39:04.504461,diana,192.168.5.186,192.168.2.213,policy_change,ssh,80,1806,8228,10.16,1,0,NZ,0,0,0
2026-05-23T05:49:40.504461,diana,192.168.1.107,192.168.3.90,login_failure,powershell.exe,80,194,3633,24.54,1,0,NZ,0,0,0
2026-06-09T17:21:40.504461,henry,192.168.1.107,192.168.4.137,policy_change,ssh,80,2685,4869,0.8,1,0,NZ,0,0,0
2026-05-24T05:19:53.504461,alice,192.168.3.159,192.168.1.107,login_success,python.exe,22,4465,4679,20.88,1,0,NZ,0,0,0
2026-05-16T04:47:13.504461,charlie,192.168.2.213,192.168.2.87,login_success,bash,80,824,2340,23.53,1,0,NZ,0,0,0
2026-06-06T22:17:53.504461,grace,127.26.24.43,192.168.2.68,network_connection,ssh,8443,1358803,379,1179.73,1,0,RU,0,0,1
2026-05-24T19:31:49.504461,grace,192.168.4.79,192.168.5.243,privilege_escalation,python.exe,22,1777,5455,23.24,1,0,NZ,0,0,0
2026-05-29T14:14:58.504461,service_account,248.47.179.121,192.168.3.159,service_started,nmap,8443,0,0,0.0,1,0,RU,1,1,1
2026-05-27T00:00:39.504461,frank,192.168.3.210,192.168.4.82,file_modified,python.exe,80,722,3959,19.43,1,0,NZ,0,0,0
2026-06-06T14:35:05.504461,svc_backup,29.199.196.64,192.168.2.131,privilege_escalation,cmd.exe,80,0,0,0.0,1,0,CN,1,0,1
2026-05-18T20:34:03.504461,eve,192.168.5.186,192.168.4.99,network_connection,python.exe,80,4602,1340,17.4,1,0,NZ,0,0,0
2026-05-14T00:46:43.504461,admin,235.161.8.215,192.168.2.213,policy_change,nc.exe,4444,65,181,1.63,1,0,US,0,0,1
2026-05-30T17:57:55.504461,ivan,192.168.3.254,192.168.3.159,privilege_escalation,chrome.exe,443,4423,8549,0.68,1,0,NZ,0,0,0
2026-05-15T16:30:17.504461,henry,192.168.4.79,192.168.4.156,policy_change,powershell.exe,22,1420,1069,1.13,1,0,NZ,0,0,0
2026-05-26T15:31:03.504461,alice,192.168.3.239,192.168.4.164,policy_change,explorer.exe,443,1073,4045,23.38,1,0,NZ,0,0,0
2026-06-01T23:33:04.504461,ivan,192.168.4.164,192.168.3.210,file_deleted,ssh,80,139,7144,1.95,1,0,NZ,0,0,0
2026-05-13T02:07:49.504461,henry,192.168.5.154,192.168.4.9,process_created,explorer.exe,443,2294,6148,12.47,1,0,NZ,0,0,0
2026-05-25T02:19:18.504461,henry,192.168.3.251,192.168.3.239,file_access,bash,443,1097,5210,16.35,1,0,NZ,0,0,0
2026-05-12T15:27:51.504461,grace,192.168.2.213,192.168.3.159,file_deleted,powershell.exe,22,2840,8643,10.72,1,0,NZ,0,0,0
2026-06-01T18:54:16.504461,charlie,192.168.5.154,192.168.4.9,network_connection,bash,443,2187,7774,27.96,1,0,NZ,0,0,0
2026-05-19T10:25:20.504461,judy,192.168.3.254,192.168.5.186,privilege_escalation,powershell.exe,22,2399,1363,25.81,1,0,NZ,0,0,0
2026-05-29T22:54:15.504461,ivan,192.168.5.186,192.168.3.18,file_access,bash,80,3585,5869,7.91,1,0,NZ,0,0,0
2026-05-29T23:34:51.504461,diana,199.58.112.96,192.168.5.154,privilege_escalation,cmd.exe,4444,286,250,1.72,1,0,RU,0,0,1
2026-06-06T10:15:05.504461,alice,192.168.4.79,192.168.2.84,logout,bash,22,4883,1757,6.64,1,0,NZ,0,0,0
2026-06-01T10:32:17.504461,judy,192.168.2.123,192.168.3.254,file_modified,svchost.exe,443,4416,2484,2.5,1,0,NZ,0,0,0
2026-05-12T15:05:00.504461,charlie,192.168.3.239,192.168.3.210,privilege_escalation,python.exe,443,3059,5381,12.95,1,0,NZ,0,0,0
2026-06-02T12:36:29.504461,judy,192.168.5.186,192.168.2.215,privilege_escalation,svchost.exe,22,3728,8094,22.42,1,0,NZ,0,0,0
2026-05-31T16:41:05.504461,grace,192.168.4.94,192.168.5.186,login_success,explorer.exe,443,4134,3005,16.9,1,0,NZ,0,0,0
2026-05-23T09:12:05.504461,henry,192.168.5.220,192.168.1.107,file_deleted,explorer.exe,22,4157,257,8.57,1,0,NZ,0,0,0
2026-05-17T16:49:57.504461,henry,192.168.3.90,192.168.3.126,privilege_escalation,bash,443,837,7325,5.18,1,0,NZ,0,0,0
2026-05-31T16:18:02.504461,alice,192.168.5.186,192.168.3.251,privilege_escalation,python.exe,80,2535,4464,4.59,1,0,NZ,0,0,0
2026-06-04T15:22:27.504461,eve,192.168.5.186,192.168.2.131,network_connection,explorer.exe,443,280,8799,20.9,1,0,NZ,0,0,0
2026-05-31T12:43:28.504461,alice,192.168.3.254,192.168.5.220,file_access,explorer.exe,443,3057,2673,23.18,1,0,NZ,0,0,0
2026-05-16T07:55:50.504461,alice,192.168.4.156,192.168.5.29,login_success,chrome.exe,80,3016,5155,8.71,1,0,NZ,0,0,0
2026-05-24T06:56:07.504461,bob,192.168.3.126,192.168.4.94,logout,cmd.exe,22,3256,3103,17.51,1,0,NZ,0,0,0
2026-05-14T22:25:29.504461,diana,192.168.3.210,192.168.4.94,file_modified,ssh,443,1931,5624,1.08,1,0,NZ,0,0,0
2026-06-06T21:37:59.504461,diana,192.168.4.137,192.168.1.107,file_access,chrome.exe,22,545,2513,0.35,1,0,NZ,0,0,0
2026-05-19T11:03:38.504461,grace,192.168.5.186,192.168.4.9,file_access,explorer.exe,22,275,3979,17.62,1,0,NZ,0,0,0
2026-05-18T22:17:16.504461,charlie,192.168.2.68,192.168.3.210,login_failure,explorer.exe,80,894,9544,18.03,1,0,NZ,0,0,0
2026-06-06T09:07:26.504461,frank,192.168.2.213,192.168.2.87,file_modified,explorer.exe,80,3645,8538,25.05,1,0,NZ,0,0,0
2026-05-18T23:27:57.504461,ivan,192.168.4.137,192.168.3.21,file_modified,explorer.exe,80,2580,2180,25.44,1,0,NZ,0,0,0
2026-06-05T13:35:30.504461,ivan,192.168.4.156,192.168.2.87,logout,explorer.exe,22,3130,5292,10.74,1,0,NZ,0,0,0
2026-06-09T13:23:19.504461,grace,192.168.4.137,192.168.3.90,file_access,chrome.exe,80,195,476,28.14,1,0,NZ,0,0,0
2026-05-31T20:11:10.504461,grace,192.168.2.87,192.168.4.9,file_access,powershell.exe,22,149,4025,14.76,1,0,NZ,0,0,0
2026-06-04T14:20:51.504461,grace,192.168.5.154,192.168.2.213,file_access,python.exe,443,4199,3896,24.69,1,0,NZ,0,0,0
2026-06-03T16:46:16.504461,bob,192.168.3.126,192.168.2.215,login_success,explorer.exe,80,4776,1647,19.26,1,0,NZ,0,0,0
2026-05-18T15:12:21.504461,charlie,192.168.3.254,192.168.3.18,login_success,svchost.exe,443,1801,4152,21.76,1,0,NZ,0,0,0
2026-05-23T15:53:34.504461,root,252.9.236.184,192.168.3.210,service_started,nmap,80,0,0,0.0,1,0,RU,0,1,1
2026-06-09T22:34:07.504461,judy,192.168.5.154,192.168.4.156,file_access,powershell.exe,22,813,9725,3.71,1,0,NZ,0,0,0
2026-06-09T10:55:34.504461,eve,192.168.3.254,192.168.3.159,login_success,ssh,22,312,7048,25.64,1,0,NZ,0,0,0
2026-05-15T21:52:14.504461,bob,192.168.4.94,192.168.2.87,policy_change,cmd.exe,22,1704,6050,4.74,1,0,NZ,0,0,0
2026-05-30T14:49:36.504461,charlie,192.168.5.243,192.168.3.90,login_success,explorer.exe,80,4185,8704,2.33,1,0,NZ,0,0,0
2026-06-08T23:26:12.504461,frank,192.168.2.87,192.168.3.251,process_created,cmd.exe,22,2745,8424,6.31,1,0,NZ,0,0,0
2026-05-19T05:54:58.504461,diana,192.168.3.126,192.168.5.154,network_connection,python.exe,443,2455,655,26.42,1,0,NZ,0,0,0
2026-06-07T04:58:53.504461,diana,192.168.3.159,192.168.3.239,file_deleted,chrome.exe,80,423,9426,26.81,1,0,NZ,0,0,0
2026-05-21T00:53:44.504461,diana,192.168.2.123,192.168.5.29,policy_change,python.exe,22,2511,6571,23.21,1,0,NZ,0,0,0
2026-06-09T16:38:22.504461,admin,92.113.123.14,192.168.3.239,process_created,chrome.exe,80,0,0,0.0,1,0,US,0,1,1
2026-05-29T10:28:08.504461,diana,192.168.3.159,192.168.3.159,file_modified,svchost.exe,443,184,1239,26.75,1,0,NZ,0,0,0
2026-06-03T01:42:31.504461,ivan,192.168.2.84,192.168.3.90,login_success,ssh,22,4563,627,14.06,1,0,NZ,0,0,0
2026-06-08T21:25:58.504461,frank,192.168.4.9,192.168.5.220,login_success,powershell.exe,80,3016,3181,27.78,1,0,NZ,0,0,0
2026-06-09T09:49:58.504461,henry,192.168.2.84,192.168.5.186,login_success,chrome.exe,80,3031,3955,5.97,1,0,NZ,0,0,0
2026-06-02T07:06:49.504461,frank,192.168.5.154,192.168.4.9,process_created,cmd.exe,80,743,2129,15.86,1,0,NZ,0,0,0
2026-05-22T06:26:08.504461,frank,192.168.2.87,192.168.4.137,policy_change,cmd.exe,80,3900,6574,26.47,1,0,NZ,0,0,0
2026-06-02T19:53:25.504461,bob,192.168.4.79,192.168.1.107,file_access,cmd.exe,443,4079,7340,22.89,1,0,NZ,0,0,0
2026-06-11T02:34:20.504461,alice,192.168.4.156,192.168.4.164,file_access,chrome.exe,22,875,8821,18.37,1,0,NZ,0,0,0
2026-05-15T14:46:53.504461,alice,192.168.2.215,192.168.2.87,login_success,chrome.exe,22,2983,8386,25.09,1,0,NZ,0,0,0
2026-05-20T13:29:49.504461,eve,192.168.5.29,192.168.2.123,policy_change,bash,80,1677,1513,28.06,1,0,NZ,0,0,0
2026-05-20T10:12:42.504461,eve,192.168.3.90,192.168.2.123,policy_change,explorer.exe,443,2607,4258,17.87,1,0,NZ,0,0,0
2026-05-24T03:28:06.504461,judy,192.168.4.79,192.168.2.87,file_modified,python.exe,80,1449,4957,14.34,1,0,NZ,0,0,0
2026-05-15T04:16:25.504461,judy,192.168.2.213,192.168.2.213,file_access,cmd.exe,80,3524,4344,13.62,1,0,NZ,0,0,0
2026-06-01T12:22:17.504461,diana,192.168.2.131,192.168.3.239,login_failure,bash,80,4924,8290,25.59,1,0,NZ,0,0,0
2026-05-25T05:08:55.504461,judy,122.88.209.169,192.168.3.126,privilege_escalation,mimikatz.exe,80,0,0,0.0,1,0,RU,1,0,1
2026-06-07T20:09:17.504461,grace,192.168.3.126,192.168.2.123,login_failure,explorer.exe,22,944,704,7.94,1,0,NZ,0,0,0
2026-05-13T05:20:35.504461,eve,192.168.2.215,192.168.2.123,file_access,powershell.exe,22,3849,4203,15.12,1,0,NZ,0,0,0
2026-06-02T12:06:42.504461,ivan,192.168.4.164,192.168.3.126,login_failure,svchost.exe,80,638,6315,23.79,1,0,NZ,0,0,0
2026-05-19T03:27:50.504461,grace,192.168.5.154,192.168.4.156,file_access,svchost.exe,22,1856,880,27.84,1,0,NZ,0,0,0
2026-05-30T15:59:08.504461,alice,192.168.2.87,192.168.3.126,policy_change,bash,22,2448,7788,9.43,1,0,NZ,0,0,0
2026-05-29T11:26:24.504461,alice,192.168.5.220,192.168.5.29,policy_change,bash,22,3019,1107,4.46,1,0,NZ,0,0,0
2026-05-16T21:39:22.504461,charlie,192.168.5.186,192.168.3.159,privilege_escalation,ssh,80,395,6629,19.3,1,0,NZ,0,0,0
2026-05-12T20:12:43.504461,frank,192.168.2.123,192.168.4.94,file_modified,python.exe,443,3614,2992,13.79,1,0,NZ,0,0,0
2026-06-10T13:55:56.504461,henry,192.168.4.164,192.168.3.21,login_failure,ssh,80,144,4419,27.73,1,0,NZ,0,0,0
2026-05-30T17:38:53.504461,henry,192.168.1.107,192.168.3.239,file_access,chrome.exe,22,4799,6035,21.58,1,0,NZ,0,0,0
2026-06-07T15:23:46.504461,ivan,192.168.2.131,192.168.3.239,login_failure,explorer.exe,22,3142,3190,15.54,1,0,NZ,0,0,0
2026-06-03T09:11:56.504461,bob,192.168.3.210,192.168.3.239,privilege_escalation,python.exe,80,3210,1863,11.33,1,0,NZ,0,0,0
2026-05-30T02:45:16.504461,henry,192.168.3.159,192.168.4.94,file_modified,ssh,80,4046,3038,18.97,1,0,NZ,0,0,0
2026-05-24T01:04:45.504461,ivan,192.168.3.210,192.168.4.79,policy_change,explorer.exe,80,2867,8408,16.17,1,0,NZ,0,0,0
2026-05-15T17:49:30.504461,charlie,192.168.4.9,192.168.5.186,file_deleted,cmd.exe,22,2581,5050,3.1,1,0,NZ,0,0,0
2026-05-23T07:41:22.504461,frank,192.168.2.215,192.168.2.123,logout,chrome.exe,80,3535,9598,27.95,1,0,NZ,0,0,0
2026-06-05T05:07:17.504461,judy,192.168.3.18,192.168.3.251,logout,chrome.exe,22,2571,4662,18.44,1,0,NZ,0,0,0
2026-06-05T10:48:45.504461,ivan,192.168.4.82,192.168.5.243,network_connection,bash,80,4763,4210,25.99,1,0,NZ,0,0,0
2026-06-11T06:37:54.504461,alice,192.168.3.159,192.168.4.79,login_success,explorer.exe,80,1101,7490,29.51,1,0,NZ,0,0,0
2026-06-10T05:25:42.504461,diana,192.168.2.213,192.168.1.107,file_deleted,cmd.exe,22,2627,7253,12.31,1,0,NZ,0,0,0
2026-05-25T06:51:58.504461,frank,192.168.3.251,192.168.4.9,login_success,cmd.exe,22,3267,8291,14.33,1,0,NZ,0,0,0
2026-05-27T03:24:46.504461,eve,192.168.3.210,192.168.4.156,network_connection,svchost.exe,80,1927,1772,4.71,1,0,NZ,0,0,0
2026-05-29T18:33:04.504461,frank,192.168.2.68,192.168.3.159,logout,svchost.exe,443,3009,7590,15.34,1,0,NZ,0,0,0
2026-06-01T15:06:50.504461,charlie,192.168.4.9,192.168.2.131,network_connection,chrome.exe,443,279,8881,18.57,1,0,NZ,0,0,0
2026-05-29T04:01:15.504461,henry,192.168.4.156,192.168.5.243,file_access,python.exe,80,1658,1374,12.19,1,0,NZ,0,0,0
2026-05-27T22:29:33.504461,grace,192.168.2.87,192.168.3.90,login_success,bash,443,2532,8121,28.54,1,0,NZ,0,0,0
2026-05-25T17:14:35.504461,frank,192.168.3.251,192.168.3.21,privilege_escalation,svchost.exe,80,1316,6429,28.34,1,0,NZ,0,0,0
2026-05-20T19:26:37.504461,frank,192.168.3.18,192.168.2.131,network_connection,python.exe,80,4983,4581,4.31,1,0,NZ,0,0,0
2026-05-30T12:09:20.504461,alice,192.168.2.87,192.168.2.84,file_modified,powershell.exe,22,551,6758,25.38,1,0,NZ,0,0,0
2026-05-14T14:20:17.504461,bob,192.168.1.107,192.168.3.18,file_access,bash,22,2440,3133,17.22,1,0,NZ,0,0,0
2026-05-24T02:27:15.504461,ivan,192.168.3.18,192.168.5.220,network_connection,ssh,443,2378,4833,1.87,1,0,NZ,0,0,0
2026-06-04T16:02:53.504461,bob,192.168.4.82,192.168.5.220,login_success,bash,80,111,5578,6.31,1,0,NZ,0,0,0
2026-05-24T07:54:05.504461,charlie,192.168.5.220,192.168.4.156,privilege_escalation,python.exe,22,3763,5761,8.57,1,0,NZ,0,0,0
2026-05-21T23:00:16.504461,diana,192.168.5.29,192.168.5.186,file_modified,chrome.exe,80,1762,3098,7.56,1,0,NZ,0,0,0
2026-05-29T10:55:02.504461,bob,192.168.2.123,192.168.5.29,file_modified,ssh,443,2104,6954,11.76,1,0,NZ,0,0,0
2026-05-19T21:14:02.504461,grace,192.168.3.126,192.168.5.186,network_connection,explorer.exe,443,3398,7620,29.06,1,0,NZ,0,0,0
2026-06-06T11:49:36.504461,charlie,192.168.3.18,192.168.3.239,file_modified,chrome.exe,443,3250,4910,1.47,1,0,NZ,0,0,0
2026-06-04T18:47:00.504461,bob,192.168.5.29,192.168.4.164,process_created,cmd.exe,443,897,2499,9.02,1,0,NZ,0,0,0
2026-06-03T17:44:00.504461,eve,192.168.2.68,192.168.3.210,policy_change,explorer.exe,22,3597,9802,6.96,1,0,NZ,0,0,0
2026-05-29T10:33:27.504461,judy,192.168.5.29,192.168.4.79,process_created,svchost.exe,80,4560,692,17.8,1,0,NZ,0,0,0
2026-05-20T20:06:18.504461,grace,192.168.4.82,192.168.4.99,file_deleted,svchost.exe,22,1747,2146,0.18,1,0,NZ,0,0,0
2026-05-29T17:13:19.504461,eve,192.168.4.137,192.168.5.243,policy_change,ssh,80,2122,8695,9.71,1,0,NZ,0,0,0
2026-06-04T01:32:42.504461,bob,192.168.4.82,192.168.3.210,logout,powershell.exe,443,2812,5842,22.52,1,0,NZ,0,0,0
2026-05-31T03:43:16.504461,bob,192.168.3.159,192.168.2.213,login_success,chrome.exe,22,3317,3133,0.81,1,0,NZ,0,0,0
2026-05-20T05:11:02.504461,ivan,192.168.4.137,192.168.5.154,login_success,cmd.exe,443,3735,6586,29.69,1,0,NZ,0,0,0
2026-06-06T06:22:35.504461,alice,192.168.2.123,192.168.2.213,file_deleted,ssh,80,1144,1858,7.26,1,0,NZ,0,0,0
2026-06-03T20:55:22.504461,judy,192.168.4.99,192.168.3.18,process_created,cmd.exe,443,3468,4847,29.47,1,0,NZ,0,0,0
2026-05-28T22:13:30.504461,grace,165.195.40.183,192.168.4.164,file_access,nc.exe,9001,110,78,0.53,1,0,KP,0,0,1
2026-05-19T08:52:41.504461,ivan,192.168.2.131,192.168.4.9,login_success,chrome.exe,80,147,8409,12.06,1,0,NZ,0,0,0
2026-05-20T22:40:39.504461,eve,192.168.4.94,192.168.2.215,file_access,python.exe,80,3335,961,21.93,1,0,NZ,0,0,0
2026-05-24T05:58:15.504461,diana,192.168.3.210,192.168.3.126,privilege_escalation,python.exe,443,3983,8574,4.03,1,0,NZ,0,0,0
2026-06-01T08:24:25.504461,henry,192.168.3.126,192.168.5.29,logout,bash,443,2678,9533,14.24,1,0,NZ,0,0,0
2026-05-27T00:40:43.504461,bob,192.168.3.159,192.168.1.107,file_access,chrome.exe,443,4800,5014,23.63,1,0,NZ,0,0,0
2026-06-01T22:04:22.504461,frank,204.75.119.190,192.168.1.107,login_failure,wget,8443,0,0,0.0,66,65,CN,0,0,1
2026-06-06T07:56:31.504461,eve,192.168.2.213,192.168.4.79,process_created,chrome.exe,443,4654,7984,20.23,1,0,NZ,0,0,0
2026-05-31T22:45:13.504461,bob,192.168.3.21,192.168.4.156,policy_change,cmd.exe,443,470,7409,4.02,1,0,NZ,0,0,0
2026-06-03T15:06:47.504461,bob,192.168.4.9,192.168.3.251,policy_change,svchost.exe,443,2828,3837,18.56,1,0,NZ,0,0,0
2026-06-06T07:23:07.504461,alice,192.168.3.90,192.168.4.82,file_deleted,chrome.exe,443,2718,962,11.91,1,0,NZ,0,0,0
2026-06-05T01:17:51.504461,admin,165.195.40.183,192.168.3.126,privilege_escalation,ssh,9001,221,188,1.37,1,0,CN,0,0,1
2026-06-11T08:05:13.504461,ivan,192.168.4.164,192.168.2.213,file_modified,cmd.exe,80,4312,4620,25.67,1,0,NZ,0,0,0
2026-05-30T10:24:51.504461,henry,192.168.3.18,192.168.3.210,login_success,python.exe,80,4270,1749,13.33,1,0,NZ,0,0,0
2026-05-26T04:18:32.504461,bob,192.168.2.131,192.168.2.84,file_modified,svchost.exe,22,4193,6482,17.06,1,0,NZ,0,0,0
2026-05-19T20:13:47.504461,judy,192.168.2.123,192.168.3.159,login_failure,bash,80,3217,6164,4.61,1,0,NZ,0,0,0
2026-06-05T14:03:21.504461,diana,128.163.181.51,192.168.2.68,login_success,python.exe,1337,285,158,0.53,1,0,CN,0,0,1
2026-05-24T11:09:45.504461,henry,192.168.4.99,192.168.4.164,process_created,cmd.exe,443,1970,2266,1.58,1,0,NZ,0,0,0
2026-05-17T00:18:28.504461,bob,192.168.3.239,192.168.4.137,login_success,explorer.exe,80,3503,4849,5.93,1,0,NZ,0,0,0
2026-05-19T04:18:14.504461,judy,192.168.3.90,192.168.2.84,file_access,explorer.exe,443,2334,5841,8.07,1,0,NZ,0,0,0
2026-06-07T23:48:33.504461,henry,192.168.3.239,192.168.4.137,file_access,powershell.exe,443,3021,5695,27.21,1,0,NZ,0,0,0
2026-06-07T13:09:56.504461,diana,192.168.2.213,192.168.2.131,file_deleted,ssh,80,4612,9877,29.3,1,0,NZ,0,0,0
2026-05-17T16:54:11.504461,charlie,192.168.5.186,192.168.4.164,file_modified,cmd.exe,443,1639,9372,12.7,1,0,NZ,0,0,0
2026-06-06T17:40:30.504461,service_account,77.17.232.206,192.168.4.9,file_modified,nmap,8443,699335,439,1558.79,1,0,US,0,0,1
2026-06-08T15:25:10.504461,judy,192.168.5.186,192.168.3.254,login_failure,ssh,80,1125,9124,16.35,1,0,NZ,0,0,0
2026-05-24T13:53:24.504461,bob,122.88.209.169,192.168.5.29,login_failure,mimikatz.exe,80,0,0,0.0,50,48,CN,0,0,1
2026-06-07T10:17:20.504461,henry,192.168.3.159,192.168.4.137,policy_change,powershell.exe,22,1339,5872,1.05,1,0,NZ,0,0,0
2026-05-23T16:05:10.504461,frank,192.168.5.220,192.168.5.29,logout,chrome.exe,80,4217,3014,21.23,1,0,NZ,0,0,0
2026-06-03T15:33:08.504461,alice,192.168.3.126,192.168.3.239,file_modified,powershell.exe,443,2189,382,20.21,1,0,NZ,0,0,0
2026-05-16T17:24:42.504461,eve,192.168.2.123,192.168.5.29,policy_change,svchost.exe,22,293,8828,9.25,1,0,NZ,0,0,0
2026-05-20T06:04:16.504461,frank,192.168.4.79,192.168.3.239,privilege_escalation,svchost.exe,80,397,6131,3.14,1,0,NZ,0,0,0
2026-06-04T13:06:34.504461,eve,192.168.5.243,192.168.2.84,login_success,powershell.exe,443,162,5587,10.96,1,0,NZ,0,0,0
2026-06-01T08:29:55.504461,judy,192.168.4.137,192.168.1.107,privilege_escalation,explorer.exe,22,3899,292,7.28,1,0,NZ,0,0,0
2026-05-21T18:07:59.504461,alice,192.168.3.90,192.168.4.9,file_deleted,cmd.exe,80,2598,4029,20.41,1,0,NZ,0,0,0
2026-05-23T14:27:27.504461,henry,192.168.2.68,192.168.1.107,process_created,explorer.exe,22,1722,7780,26.96,1,0,NZ,0,0,0
2026-06-08T07:12:48.504461,alice,192.168.4.137,192.168.3.159,file_modified,bash,443,2139,6874,2.29,1,0,NZ,0,0,0
2026-06-03T12:56:20.504461,frank,192.168.5.186,192.168.2.215,login_success,chrome.exe,22,3110,9903,19.26,1,0,NZ,0,0,0
2026-06-07T10:18:24.504461,alice,192.168.3.239,192.168.3.90,file_access,powershell.exe,80,298,4079,2.88,1,0,NZ,0,0,0
2026-05-30T16:09:15.504461,bob,192.168.4.99,192.168.3.90,login_success,ssh,443,1957,1729,10.92,1,0,NZ,0,0,0
2026-05-26T05:06:33.504461,grace,192.168.5.243,192.168.4.9,file_modified,powershell.exe,22,650,3324,12.51,1,0,NZ,0,0,0
2026-05-21T19:15:36.504461,henry,192.168.4.79,192.168.3.239,file_deleted,powershell.exe,443,2285,6846,29.41,1,0,NZ,0,0,0
2026-05-18T19:40:15.504461,charlie,192.168.3.254,192.168.2.123,privilege_escalation,explorer.exe,22,1455,7955,25.67,1,0,NZ,0,0,0
2026-05-14T08:56:05.504461,bob,192.168.3.251,192.168.2.123,login_success,chrome.exe,22,2141,6294,3.68,1,0,NZ,0,0,0
2026-05-23T22:53:53.504461,judy,192.168.4.9,192.168.3.90,file_access,explorer.exe,22,1811,1163,26.74,1,0,NZ,0,0,0
2026-05-13T16:39:01.504461,alice,192.168.2.215,192.168.2.123,logout,cmd.exe,22,3889,4888,24.39,1,0,NZ,0,0,0
2026-05-13T15:56:29.504461,charlie,92.113.123.14,192.168.5.29,privilege_escalation,mimikatz.exe,8443,0,0,0.0,1,0,CN,1,0,1
2026-05-28T13:08:47.504461,eve,192.168.5.220,192.168.3.21,privilege_escalation,cmd.exe,443,508,4767,11.81,1,0,NZ,0,0,0
2026-06-10T03:14:34.504461,judy,192.168.2.213,192.168.3.18,process_created,powershell.exe,443,3746,3710,27.17,1,0,NZ,0,0,0
2026-05-16T14:36:10.504461,alice,192.168.4.137,192.168.3.254,process_created,explorer.exe,22,2893,7767,28.74,1,0,NZ,0,0,0
2026-06-07T01:39:45.504461,charlie,192.168.2.131,192.168.3.210,logout,explorer.exe,22,2333,8947,25.92,1,0,NZ,0,0,0
2026-06-03T04:15:49.504461,diana,192.168.4.164,192.168.3.251,logout,explorer.exe,22,2527,438,11.42,1,0,NZ,0,0,0
2026-05-29T00:26:59.504461,bob,192.168.3.254,192.168.1.107,login_failure,svchost.exe,22,3127,2607,18.36,1,0,NZ,0,0,0
2026-06-01T01:45:02.504461,frank,192.168.5.29,192.168.4.82,login_success,cmd.exe,443,4718,9435,23.2,1,0,NZ,0,0,0
2026-05-16T00:22:08.504461,bob,128.224.249.97,192.168.4.137,dns_query,ssh,4444,73,281,1.27,1,0,US,0,0,1
2026-05-19T13:42:20.504461,alice,192.168.2.87,192.168.3.254,file_modified,python.exe,80,2730,4924,6.26,1,0,NZ,0,0,0
2026-06-10T19:42:57.504461,ivan,192.168.3.126,192.168.2.87,policy_change,powershell.exe,80,3173,498,17.13,1,0,NZ,0,0,0
2026-06-03T07:14:58.504461,charlie,192.168.3.251,192.168.3.254,logout,chrome.exe,80,2243,2772,0.13,1,0,NZ,0,0,0
